# FrenchMaster cards source (tab-separated)
## columns: id	french	english	partOfSpeech	grade	unit	gender	examUsage	tags	examples
# examples format: french=>english || french=>english

g10s1_01	bonjour	hello / good morning	phrase	G10S1	1		Formal greeting used in written and oral exams as opening.	greetings|basic	Bonjour, comment allez-vous ?=>Hello, how are you? || Bonjour à tous !=>Good morning everyone!
g11s1_50	une bibliothèque	a library	noun	G11S1	25	feminine	Where you borrow books rather than buy them.	places|school	J'emprunte un livre à la bibliothèque.=>I am borrowing a book from the library. || C'est calme à la bibliothèque.=>It is quiet at the library.
g11s1_51	une piste cyclable	a bike path	noun	G11S1	26	feminine	Essential for urban cycling safety.	transport|safety	Roule sur la piste cyclable, c'est plus sûr.=>Ride on the bike path, it's safer. || La ville construit une nouvelle piste cyclable.=>The city is building a new bike path.
g11s1_52	une fête déguisée	a costume party	noun	G11S1	26	feminine	Key vocabulary for social events.	events|party	Je t'invite à ma fête déguisée.=>I'm inviting you to my costume party. || C'est une fête déguisée sur le thème du cinéma.=>It's a costume party with a cinema theme.
g11s1_53	une invitation	an invitation	noun	G11S1	27	feminine	Used in social correspondence.	communication|social	Merci pour ton invitation.=>Thank you for your invitation. || J'ai reçu une invitation au mariage.=>I received a wedding invitation.
g11s1_54	une position	a position / location	noun	G11S1	27	feminine	General term for where something is located.	general|navigation	Quelle est ta position sur la carte ?=>What is your position on the map? || Vérifie ta position GPS.=>Check your GPS position.
g11s1_55	une profession	a profession / career	noun	G11S1	28	feminine	Formal alternative to 'métier'.	work|career	Quelle est ta profession préférée ?=>What is your favorite profession? || Elle exerce une profession médicale.=>She practices a medical profession.
g11s1_56	une station de métro	a metro station	noun	G11S1	28	feminine	Crucial for navigating large cities like Paris.	places|transport	La station de métro est juste là.=>The metro station is right there. || Descendez à la prochaine station de métro.=>Get off at the next metro station.
g11s1_57	une station de ski	a ski resort	noun	G11S1	29	feminine	Winter holiday destination.	places|sports	On va à la station de ski en hiver.=>We go to the ski resort in winter. || La station de ski est très fréquentée.=>The ski resort is very crowded.
g11s1_58	une circulation	traffic	noun	G11S1	29	feminine	Can also refer to flow or circulation in general.	city|transport	Il y a beaucoup de circulation à 8h.=>There is a lot of traffic at 8 AM. || La circulation est fluide aujourd'hui.=>The traffic is moving smoothly today.
g11s1_59	une moto	a motorcycle	noun	G11S1	30	feminine	Short for motocyclette.	transport|modern	Il conduit une moto rapide.=>He drives a fast motorcycle. || Elle va au travail à moto.=>She goes to work by motorcycle.
g11s1_60	traverser	to cross	verb	G11S1	30	-	Standard -er verb for movement.	verbs|city	Traverser la rue au passage piéton.=>Cross the street at the pedestrian crossing. || Nous traversons le pont.=>We are crossing the bridge.
g11s1_61	arriver	to arrive	verb	G11S1	31	-	Uses 'être' as auxiliary in passé composé.	verbs|movement	Le train va arriver bientôt.=>The train is going to arrive soon. || Nous arrivons à destination.=>We are arriving at our destination.
g11s1_62	localiser	to locate	verb	G11S1	31	-	Used for identifying positions.	verbs|navigation	On peut localiser le musée sur le plan.=>We can locate the museum on the map. || Aide-moi à localiser cette rue.=>Help me locate this street.
g11s1_63	situer	to situate / locate	verb	G11S1	32	-	Often used in passive or pronominal form.	verbs|geography	Sais-tu situer Paris sur la carte ?=>Do you know how to locate Paris on the map? || Cette ville est bien située.=>This city is well situated.
g11s1_64	souhaiter	to wish	verb	G11S1	32	-	Formal way to express a desire or hope.	verbs|general	Je te souhaite un joyeux anniversaire.=>I wish you a happy birthday. || Je souhaite voyager plus souvent.=>I wish to travel more often.
g11s1_65	préparer	to prepare	verb	G11S1	33	-	Used for food, exams, or events.	verbs|general	Elle prépare son déguisement.=>She is preparing her costume. || Préparez vos affaires !=>Prepare your things!
g11s1_66	consulter	to consult	verb	G11S1	33	-	Often used with professional services like doctors.	verbs|health	Il faut consulter un médecin.=>One must consult a doctor. || Je consulte le dictionnaire.=>I am consulting the dictionary.
g11s1_67	organiser	to organize	verb	G11S1	34	-	Used for events or planning.	verbs|general	J'organise une fête chez moi.=>I am organizing a party at my place. || Nous organisons une réunion.=>We are organizing a meeting.
g11s1_68	travailler	to work	verb	G11S1	34	-	Fundamental verb for labor.	verbs|work	Mon père travaille à la banque.=>My father works at the bank. || Ils travaillent dur.=>They are working hard.
g11s1_69	venir	to come	verb	G11S1	35	-	Irregular verb (je viens, tu viens...).	verbs|movement	Tu viens à ma fête ?=>Are you coming to my party? || Elle vient de Paris.=>She comes from Paris.
g11s1_70	doubler	to overtake / pass	verb	G11S1	35	-	Primarily used in driving contexts.	verbs|transport	La voiture double le bus.=>The car is overtaking the bus. || Il est interdit de doubler ici.=>It is forbidden to overtake here.
g11s1_71	prendre	to take / ride	verb	G11S1	36	-	Highly irregular and versatile verb.	verbs|transport	Je prends le métro chaque matin.=>I take the metro every morning. || Prends ce livre.=>Take this book.
g11s1_72	inviter	to invite	verb	G11S1	36	-	Social verb for events.	verbs|communication	Je veux t'inviter au cinéma.=>I want to invite you to the cinema. || Nous invitons nos voisins.=>We are inviting our neighbors.
g11s1_73	conseiller	to advise	verb	G11S1	37	-	Often followed by 'de' + infinitive.	verbs|communication	Je te conseille ce restaurant.=>I recommend this restaurant to you. || Le prof conseille de réviser.=>The teacher advises to revise.
g11s1_74	indiquer	to indicate / show	verb	G11S1	37	-	Used for pointing out directions.	verbs|direction	Il indique le chemin au touriste.=>He shows the way to the tourist. || Le panneau indique Lyon.=>The sign indicates Lyon.
g11s1_75	avancer	to move forward	verb	G11S1	38	-	Note spelling change (ç) before 'a' and 'o'.	verbs|direction	Avancer tout droit jusqu'au pont.=>Move straight ahead until the bridge. || Le projet avance bien.=>The project is moving forward well.
g11s1_76	marcher	to walk	verb	G11S1	38	-	Also used for objects functioning (e.g., clocks).	verbs|movement	J'aime marcher dans la nature.=>I like walking in nature. || Ma montre ne marche pas.=>My watch doesn't work.
g11s1_77	rouler	to drive / roll	verb	G11S1	39	-	Used for vehicles or wheels.	verbs|transport	La voiture roule sur la route.=>The car is driving on the road. || Ne roulez pas trop vite.=>Don't drive too fast.
g11s1_78	tourner	to turn	verb	G11S1	39	-	Essential for giving directions.	verbs|direction	Tourner à gauche après le feu.=>Turn left after the light. || La terre tourne autour du soleil.=>The earth turns around the sun.
g11s1_79	participer à	to participate in	verb	G11S1	40	-	Always requires the preposition 'à'.	verbs|general	Je participe à la course de vélo.=>I am participating in the bike race. || Voulez-vous participer ?=>Do you want to participate?
g11s1_80	calme	calm / quiet	adjective	G11S1	40	-	Describes places or people.	adjectives|general	Le village est très calme.=>The village is very quiet. || Restez calme, s'il vous plaît.=>Stay calm, please.
g11s1_81	perdu(e)	lost	adjective	G11S1	41	-	From the verb 'perdre'.	adjectives|navigation	Je suis perdu, où est la gare ?=>I am lost, where is the station? || Nous nous sentons perdus dans cette ville.=>We feel lost in this city.
g11s1_82	confus(e)	confused	adjective	G11S1	41	-	Describes a mental state or situation.	adjectives|personality	Il est confus avec l'itinéraire.=>He is confused by the route. || Son explication est confuse.=>His explanation is confusing.
g11s1_83	à la fin	at the end	preposition	G11S1	42	-	Used for time or space.	prepositions|time	À la fin de la rue, tourne à droite.=>At the end of the street, turn right. || Il part à la fin du mois.=>He leaves at the end of the month.
g11s1_84	au début	at the beginning	preposition	G11S1	42	-	Opposite of 'à la fin'.	prepositions|time	Au début du film, c'est intéressant.=>At the beginning of the movie, it's interesting. || Je l'ai dit au début.=>I said it at the start.
g11s1_85	jusqu'à	until / as far as	preposition	G11S1	43	-	Indicates a limit in time or space.	prepositions|navigation	Continue jusqu'à la place.=>Continue as far as the square. || Je travaille jusqu'à 17h.=>I work until 5 PM.
g11s1_86	tout droit	straight ahead	adverb	G11S1	43	-	Fundamental for directions.	adverbs|direction	Allez tout droit vers le musée.=>Go straight ahead towards the museum. || Continuez tout droit.=>Keep going straight.
g11s1_87	être en retard	to be late	verb	G11S1	44	-	Common idiomatic expression.	verbs|time	Pardon, je suis en retard pour le cours.=>Sorry, I am late for class. || Le train est en retard de dix minutes.=>The train is ten minutes late.
g11s1_88	être déguisé(e) en	to be dressed up as	verb	G11S1	44	-	Describes a state.	verbs|party	Je suis déguisé en médecin.=>I am dressed up as a doctor. || Elle est déguisée en fée.=>She is dressed up as a fairy.
g11s1_89	se déguiser en ...	to dress up as	verb	G11S1	45	-	Describes the action (pronominal).	verbs|party	Elle se déguise en infirmière.=>She is dressing up as a nurse. || On va se déguiser pour Halloween.=>We are going to dress up for Halloween.
g11s1_90	c'est facile !	it's easy!	phrase	G11S1	45	-	Used to express simplicity.	phrases|general	C'est facile de trouver le stade.=>It's easy to find the stadium. || Ne t'inquiète pas, c'est facile.=>Don't worry, it's easy.
g11s1_91	c'est difficile !	it's difficult!	phrase	G11S1	46	-	Opposite of 'c'est facile'.	phrases|general	C'est difficile d'apprendre le chinois.=>It's difficult to learn Chinese. || C'est un exercice difficile.=>It's a difficult exercise.
g11s1_92	Le professeur	The teacher	noun	G11S1	46	masculine	Used for male teachers (often 'la professeur' or 'la professeure' for female).	people|work	Le professeur explique les leçons.=>The teacher explains the lessons. || Je pose une question au professeur.=>I am asking the teacher a question.
g11s1_93	Le pompier	The firefighter	noun	G11S1	47	masculine	Emergency service professional.	people|work	Le pompier éteint les incendies.=>The firefighter puts out fires. || Les pompiers sont arrivés vite.=>The firefighters arrived quickly.
g11s1_94	Le pharmacien	The pharmacist	noun	G11S1	47	masculine	Medical retail professional.	people|work	Le pharmacien vend des médicaments.=>The pharmacist sells medicine. || Demandez conseil au pharmacien.=>Ask the pharmacist for advice.
g11s1_95	Le médecin	The doctor	noun	G11S1	48	masculine	General medical doctor.	people|work	Le médecin examine les patients.=>The doctor examines patients. || Je vais voir le médecin.=>I am going to see the doctor.
g11s1_96	Le vétérinaire	The vet	noun	G11S1	48	masculine	Animal healthcare professional.	people|work	Le vétérinaire soigne les animaux.=>The vet treats animals. || Mon chat est chez le vétérinaire.=>My cat is at the vet's.
g11s1_97	Le dentiste	The dentist	noun	G11S1	49	masculine	Specialized healthcare professional.	people|work	Le dentiste soigne les dents.=>The dentist treats teeth. || J'ai un rendez-vous chez le dentiste.=>I have an appointment at the dentist.
g11s1_98	Le photographe	The photographer	noun	G11S1	49	masculine	Artistic or professional role.	people|work	Le photographe prend de belles photos.=>The photographer takes beautiful photos. || C'est un photographe professionnel.=>He is a professional photographer.
g11s1_99	Le peintre	The painter	noun	G11S1	50	masculine	Can refer to an artist or a house painter.	people|work	Le peintre dessine des tableaux.=>The painter draws pictures. || Le peintre repeint la chambre.=>The painter is repainting the room.
g11s1_100	Le journaliste	The journalist	noun	G11S1	50	masculine	Media professional.	people|work	Le journaliste écrit des articles.=>The journalist writes articles. || Elle veut devenir journaliste.=>She wants to become a journalist.
g11s1_101	Le fleuriste	The florist	noun	G11S1	51	masculine	Professional who sells plants and flowers.	people|work	Le fleuriste vend de jolies fleurs.=>The florist sells pretty flowers. || On achète des roses chez le fleuriste.=>We are buying roses at the florist.
g11s1_102	L'infirmière	The nurse	noun	G11S1	51	feminine	Medical healthcare assistant.	people|work	L'infirmière aide les malades.=>The nurse helps the sick. || L'infirmière fait une piqûre.=>The nurse gives an injection.
g11s1_103	Le vendeur	The salesperson	noun	G11S1	52	masculine	Retail worker. Feminine is 'vendeuse'.	people|work	Le vendeur travaille dans un magasin.=>The salesperson works in a store. || Le vendeur conseille le client.=>The salesperson advises the customer.
g11s1_104	Le cuisinier	The cook	noun	G11S1	52	masculine	Culinary professional. Feminine is 'cuisinière'.	people|work	Le cuisinier prépare de bons plats.=>The cook prepares good dishes. || Le cuisinier est dans la cuisine.=>The cook is in the kitchen.
